title,release_date,genres,original_language,vote_average,vote_count,popularity,budget,production_companies,revenue,runtime,profit
Becoming Jane,2007-03-02,"['Romance', 'Drama']",English,7.3,1060,14.335,16500000,"['Ecosse Films', '2 Entertain']",37311672,120,20811672
The Traitor,2019-05-23,"['Drama', 'Crime', 'Thriller']",Italian,7.7,1205,12.595,0,"['IBC MOvie', 'Kavac Film', 'The Match Factory', 'Gullane Entretenimento', 'Canal+', 'Ciné+', 'Ad Vitam Production', 'RAI', 'ARTE', 'ZDF', 'Telecine', 'Canal Brasil', 'ARTE', 'RAI Cinema']",0,151,0
Small Fry,2011-11-23,"['Animation', 'Family', 'Comedy']",English,6.9,493,10.086,0,"['Pixar', 'Walt Disney Pictures']",0,7,0
Inazuma Eleven Go vs. Danball Senki W,2012-12-01,"['Action', 'Adventure', 'Animation', 'Science Fiction']",Japanese,8.0,19,8.906,0,"['TOHO', 'OLM']",0,90,0
The Last Thing He Wanted,2020-02-14,"['Drama', 'Thriller']",English,4.9,460,12.097,0,"['Elevated Films', 'Little Red Hen', 'The Fyzz']",0,116,0
Little Buddha,1993-12-01,"['Drama', 'History']",English,6.3,353,13.832,35000000,['Miramax'],4858139,140,-30141861
Andrei Rublev,1966-12-16,"['Drama', 'History']",Russian,8.1,663,11.083,0,"['Mosfilm', 'Tvorcheskoe Obedinienie Pisateley i Kinorabotnikov']",0,205,0
Che: Part One,2008-09-05,"['Drama', 'History', 'War']",English,6.8,650,12.584,30000000,"['Wild Bunch', 'Telecinco Cinema', 'Laura Bickford Productions', 'Morena Films', 'Ministerio de Cultura', 'Guerrilla Films', 'Section Eight']",0,134,-30000000
The Sentinel,2006-04-19,"['Action', 'Thriller', 'Crime']",English,6.0,670,13.084,60000000,"['Sentinel Productions', 'Regency Enterprises', 'Epsilon Motion Pictures', 'Furthur Films', 'New Regency Pictures', 'Dune Entertainment', 'Major Studio Partners', '20th Century Fox']",78810595,108,18810595
"Kinsenas, Katapusan",2022-02-04,['Thriller'],Tagalog,6.2,5,15.023,0,['Viva Films'],0,87,0
American Mary,2012-05-31,"['Horror', 'Thriller']",English,6.1,431,12.585,0,"['IndustryWorks Pictures', '430 Productions', 'Twisted Twins Productions', 'Evolution Pictures']",0,102,0
The Haunted World of El Superbeasto,2009-09-12,"['Animation', 'Horror', 'Action', 'Comedy']",English,6.0,145,10.834,10000000,"['Starz Media', 'Film Roman', 'Anchor Bay Films', 'Spectacle Entertainment Group', 'Carbunkle Cartoons']",0,77,-10000000
Gone in 60 Seconds,1974-07-28,"['Action', 'Crime', 'Drama', 'Thriller']",English,6.1,133,9.582,1000000,['Halicki Productions'],40000000,105,39000000
Sexual Predator,2001-12-04,"['Drama', 'Thriller']",English,4.8,30,15.482,1000000,['Magic Hour Pictures'],0,85,-1000000
Bajrangi Bhaijaan,2015-07-17,"['Action', 'Comedy', 'Drama']",Hindi,7.8,403,11.086,13000000,"['Rockline Entertainments', 'Kabir Khan Films', 'Salman Khan Films']",150000000,159,137000000
The Vast of Night,2019-06-01,"['Mystery', 'Science Fiction', 'Thriller', 'Drama']",English,6.6,879,12.293,0,"['GEO Media', 'Amazon Studios']",0,91,0
The Legend of the Chupacabras,2016-10-21,"['Animation', 'Action', 'Adventure', 'Fantasy', 'Horror', 'History', 'Family']",Spanish,7.1,119,11.338,1600000,['Ánima Estudios'],5138140,81,3538140
The Snow Queen: Mirror Lands,2018-12-21,"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy']",Russian,7.7,66,10.572,5125000,"['Central Partnership', 'Wizart Animation', 'Soyuzmultfilm']",0,87,-5125000
Swiss Army Man,2016-06-24,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Adventure']",English,6.9,3170,17.084,3000000,"['BlackBird', 'Tadmor', 'Astrakan Films AB', 'Cold Iron Pictures', 'Prettybird', 'A24']",4900000,97,1900000
Our Little Sister,2015-06-13,"['Drama', 'Family']",Japanese,7.5,385,10.585,0,"['Shogakukan', 'TOHO', 'TV Man Union', 'Fuji Television Network', 'BUN-BUKU', 'Wild Bunch', 'GAGA Communications']",346485,127,346485
The Flowers of War,2011-12-15,"['Drama', 'History', 'War']",Chinese,7.5,685,14.083,94000000,"['New Picture Company', 'Beijing New Picture Film Co. Ltd.', 'EDKO Film']",95311434,146,1311434
Kim Possible: So the Drama,2005-04-08,"['Animation', 'Adventure', 'Family', 'Action', 'Comedy', 'Science Fiction']",English,6.9,155,13.281,0,['Disney Television Animation'],0,71,0
Guess Who's Coming to Dinner,1967-12-11,"['Drama', 'Comedy']",English,7.6,712,13.081,4000000,"['Stanley Kramer Productions', 'Columbia Pictures']",56666667,108,52666667
Thunderstruck,2012-08-24,"['Comedy', 'Family']",English,6.0,208,11.833,587211,"['Stunts Unlimited', 'Warner Premiere']",587211,94,0
Wedding Unplanned,2017-04-26,"['Romance', 'Comedy']",French,6.1,435,11.087,0,"['Gaumont Distribution', 'Mandarin Film']",0,94,0
The Land Before Time XIV: Journey of the Brave,2016-02-02,"['Animation', 'Adventure', 'Family']",English,6.9,97,12.996,0,"['Universal Animation Studios', 'Universal 1440 Entertainment', 'Universal Pictures']",0,82,0
Reign Over Me,2007-03-22,['Drama'],English,7.2,929,12.582,20000000,"['Columbia Pictures', 'Sunlight Productions', 'Relativity Media', 'Madison 23', 'Happy Madison Productions']",22222308,124,2222308
Lupin the Third: Jigen's Gravestone,2014-06-21,"['Animation', 'Adventure', 'Action', 'Comedy']",Japanese,7.5,100,11.335,0,['TMS Entertainment'],0,51,0
Paradox,2017-08-25,"['Crime', 'Action', 'Drama']",cn,6.6,142,14.338,0,"['Aether Film Production', 'Alibaba Pictures Group', 'Bona Film Group', 'Bravos Pictures', 'Flagship Entertainment Group', 'Huoerguosi Bona Culture and Media', 'Rock Partner Film', 'Shanghai PMF Media', 'Sil-Metropole Organisation', 'Sun Entertainment Film Group', 'Wish Films', 'YL Entertainment & Sport']",0,101,0
Blood Ties,2013-08-22,"['Thriller', 'Crime', 'Drama']",English,6.1,406,12.584,25500000,"['Chi-Fou-Mi Productions', 'Wild Bunch', 'LGM Productions', 'Les Productions du Trésor', 'Mars Distribution', 'Worldview Entertainment', 'Ciné+', 'M6', 'Caneo Films', 'Grisbi Productions', 'France 4', 'W9', 'Treasure Company', 'Canal+', 'France 3 Cinéma', 'France Télévisions']",2415472,128,-23084528
Out of Time,2003-10-03,"['Thriller', 'Crime', 'Drama']",English,6.3,994,15.031,50000000,"['Monarch Pictures', 'Original Film', 'Metro-Goldwyn-Mayer']",55495563,105,5495563
Ratter,2015-01-24,"['Drama', 'Horror', 'Thriller']",English,5.2,285,11.834,500000,['Start Motion Pictures'],110834,80,-389166
House Party,1990-03-09,['Comedy'],English,6.4,191,12.829,2500000,['New Line Cinema'],26386000,100,23886000
Longest Third Date,2023-04-18,['Documentary'],English,6.3,7,11.963,0,"['ITV Studios America', 'Civilian 7 Entertainment']",0,76,0
The Eagle Has Landed,1976-12-24,"['Adventure', 'Drama', 'Action', 'Thriller', 'War']",English,6.7,264,13.079,6000000,"['Associated General Films', 'ITC Entertainment']",0,135,-6000000
Never Look Away,2018-10-03,"['Drama', 'Thriller', 'Romance']",German,7.8,597,15.088,0,"['Pergamon Film', 'Wiedemann & Berg Film', 'Beta Cinema', 'ARTE', 'ARD']",4831836,189,4831836
Wild Things 2,2004-02-19,"['Crime', 'Drama', 'Mystery']",English,5.2,157,17.063,2800000,"['TriStar Pictures', 'Destination Films', 'Mandalay Pictures', 'Magic Hour Pictures']",0,95,-2800000
"Juliet, Naked",2018-08-16,"['Comedy', 'Drama', 'Romance']",English,6.3,410,10.838,0,"['Bona Fide', 'Apatow Productions', 'Los Angeles Media Fund']",0,97,0
Popstar: Never Stop Never Stopping,2016-06-03,"['Comedy', 'Music']",English,6.6,1097,12.583,20000000,"['Universal Pictures', 'Apatow Productions', 'Party Over', 'The Lonely Island', 'Perfect World Pictures']",9496130,86,-10503870
The Alpinist,2021-09-07,"['Documentary', 'Adventure']",English,7.6,82,9.817,0,"['Roadside Attractions', 'Red Bull Media House', 'Universal Pictures', 'Dogwoof']",1218734,93,1218734
Tucker and Dale vs. Evil,2010-01-22,"['Comedy', 'Horror']",English,7.4,2406,15.93,5000000,"['Eden Rock Media', 'Gynormous Pictures']",5224938,89,224938
Jane Eyre,2011-03-11,"['Drama', 'Romance']",English,7.2,1325,14.28,0,"['BBC Film', 'Ruby Films', 'Focus Features', 'Lipsync Productions']",34710627,120,34710627
Marvel One-Shot: Item 47,2012-09-13,"['Science Fiction', 'Action', 'Fantasy']",English,6.5,449,11.581,0,['Marvel Studios'],0,12,0
Honey Boy,2019-11-08,['Drama'],English,7.1,578,12.091,3500000,"['Amazon Studios', 'Stay Gold Features', 'Delirio Films', 'Automatik Entertainment', 'Kindred Spirit', 'Red Crown Productions']",3400977,94,-99023
No Escape Room,2018-10-06,"['Horror', 'Thriller', 'Mystery']",English,6.3,173,10.336,0,['MarVista Entertainment'],0,85,0
The Three Caballeros,1944-12-21,"['Animation', 'Family', 'Music']",English,6.4,605,13.827,0,['Walt Disney Productions'],0,71,0
Blood: The Last Vampire,2009-04-02,"['Action', 'Adventure', 'Horror', 'Science Fiction', 'Thriller']",English,5.7,299,11.578,30000000,"['East Wing Holdings', 'SAJ', 'Beijing Happy Pictures Cultural Communications Co.', 'Samuel Goldwyn Films', 'Destination Films', 'Production I.G', 'Focus Features']",5874530,91,-24125470
Drive Me Crazy,1999-10-01,"['Romance', 'Comedy', 'Drama']",English,6.6,320,11.977,8000000,"['Grand March Productions', 'Amy Robinson Productions', '20th Century Fox']",22593409,91,14593409
Wag the Dog,1997-12-25,"['Comedy', 'Drama']",English,7.0,799,11.327,15000000,"['New Line Cinema', 'Tribeca Productions', 'Baltimore Pictures', 'Punch Productions']",64256513,97,49256513
I'm Not There,2007-10-01,"['Drama', 'Music']",English,6.6,603,13.328,20000000,"['Wells Productions', 'Killer Films', 'John Goldwyn Productions', 'Endgame Entertainment', 'Dreamachine', 'Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I)', 'Grey Water Park Productions', 'Rising Star', 'VIP Medienfonds 4', 'Celluloid Dreams', 'The Weinstein Company']",4001121,135,-15998879
47 Hours to Live,2019-05-04,"['Thriller', 'Horror']",English,6.2,46,10.217,0,"['MS Film Group', 'New Vision Films International']",0,91,0
Phir Hera Pheri,2006-06-09,['Comedy'],Hindi,6.4,88,9.967,0,"['Base Industries Group', 'A.G. Films']",0,155,0
Where the Heart Is,2000-04-27,"['Comedy', 'Drama', 'Romance']",English,7.1,619,17.035,15000000,"['Wind Dancer Films', '20th Century Fox']",33771174,120,18771174
Ruby & Quentin,2003-10-22,"['Comedy', 'Crime']",French,6.7,703,12.826,27440000,"['Union Générale Cinématographique (UGC)', 'DD Productions', 'EFVE']",0,85,-27440000
Apollo 10½:  A Space Age Childhood,2022-03-24,"['Animation', 'Science Fiction', 'Family', 'Adventure', 'Comedy']",English,7.1,195,12.821,0,"['Detour Filmproduction', 'Submarine']",0,98,0
Furry Vengeance,2010-04-30,"['Family', 'Comedy', 'Fantasy']",English,4.9,535,11.578,35000000,"['Furry Vengeance Productions', 'Imagenation Abu Dhabi FZ', 'Robert Simonds Productions', 'Participant', 'Summit Entertainment']",36236710,92,1236710
Nanny Cam,2014-12-28,"['Drama', 'Mystery', 'Thriller']",English,5.8,67,16.34,0,['Indy Entertainment'],0,84,0
Aftershock,2012-09-12,"['Horror', 'Thriller']",Spanish,5.1,281,10.579,2000000,"['Cross Creek Pictures', 'Vertebra Films', 'Sobras Producciones', 'Dragonfly Entertainment']",58510,89,-1941490
The Tiger,2015-12-16,"['Action', 'History', 'Thriller', 'Fantasy']",Korean,7.6,184,11.83,0,"['Sanai Pictures', 'Next Entertainment World']",11083449,139,11083449
The Little Witch,2018-02-01,"['Family', 'Comedy', 'Drama']",German,6.9,112,12.333,0,"['Claussen+Putz Filmproduktion', 'Zodiac Pictures', 'StudioCanal', 'SRF', 'Teleclub']",0,105,0
Royal Space Force - The Wings Of Honneamise,1987-03-14,"['Animation', 'Science Fiction']",Japanese,6.9,103,12.824,8000000,['GAINAX'],0,121,-8000000
Hotel Chevalier,2007-10-26,"['Drama', 'Romance']",English,7.0,729,9.326,0,"['Première Heure', 'Fox Searchlight Pictures', 'American Empirical Pictures']",0,13,0
Silk Road,2021-02-19,"['Crime', 'Thriller']",English,6.6,159,13.347,5900000,"['Piccadilly Pictures', 'High Frequency Entertainment', 'Perfect Season Productions', 'Lionsgate', 'Mutressa Movies']",0,116,-5900000
The Resistance Banker,2018-03-08,"['War', 'Drama']",Dutch,6.7,212,12.083,0,"['Dutch Filmworks', 'NL Film en TV', 'Mollywood', 'EO', 'Zilvermeer Productions', 'Nanook Entertainment']",0,124,0
Breakout,2013-09-04,"['Action', 'Thriller']",English,4.5,70,9.928,0,"['Vortex Words Pictures', 'Rollercoaster Entertainment']",0,89,0
Incoming,2018-05-04,"['Action', 'Science Fiction', 'Thriller']",English,4.3,81,9.762,0,"['Premiere Entertainment Group', 'Benattar/Thomas Productions', 'Red Production']",0,89,0
The Dawns Here Are Quiet,2015-04-30,"['Drama', 'War']",Russian,6.8,148,7.828,3300000,"['Реал-Дакота', 'Star Media', 'Interfest']",5249225,120,1949225
Gamera: Guardian of the Universe,1995-03-11,"['Fantasy', 'Science Fiction', 'Horror']",Japanese,7.6,118,12.073,4500000,"['Nippon Television Network Corporation', 'Daiei Film', 'Hakuhodo']",16000000,96,11500000
Show Me the Ghost,2021-09-09,"['Horror', 'Comedy']",Korean,7.4,40,8.554,0,['Indiestory'],0,82,0
The Week Of,2018-04-27,['Comedy'],English,5.4,704,9.582,0,['Happy Madison Productions'],0,116,0
The Last American Virgin,1982-06-26,['Comedy'],English,6.6,184,10.823,0,"['Golan-Globus Productions', 'Cannon Group']",0,92,0
Hell Fest,2018-09-27,['Horror'],English,5.6,713,9.583,5500000,"['Valhalla Motion Pictures', 'Tucker Tooley Entertainment', 'Ingenuity Studios', 'Lionsgate']",0,89,-5500000
Frankenstein Conquers the World,1965-08-08,"['Horror', 'Science Fiction']",Japanese,6.8,43,17.014,0,"['TOHO', 'Henry G. Saperstein Enterprises Inc.']",0,90,0
Dragon Ball: The Magic Begins,1991-11-30,"['Action', 'Adventure', 'Fantasy', 'Comedy']",Chinese,4.1,76,12.353,0,"['My Way Film Company', 'Filmswell International Ltd.', 'Yes Films Co., Ltd.']",0,86,0
Liz and the Blue Bird,2018-04-21,"['Animation', 'Drama', 'Music']",Japanese,7.2,78,13.272,0,"['Kyoto Animation', 'Lantis']",0,91,0
Are You Here,2013-09-07,['Comedy'],English,5.2,242,13.757,0,"['Gilbert Films', 'Weiner Brothers', 'Millennium Films']",0,114,0
Tarzan and His Mate,1934-04-20,"['Action', 'Adventure']",English,6.6,118,11.823,1279142,['Metro-Goldwyn-Mayer'],0,104,-1279142
Who's Afraid of Virginia Woolf?,1966-06-22,['Drama'],English,7.8,693,9.573,7500000,"['Chenault Productions', 'Warner Bros. Pictures']",33736689,131,26236689
99 Homes,2015-09-25,['Drama'],English,6.8,657,10.828,8000000,"['Noruz Films', 'Hyde Park Films']",1411927,112,-6588073
Jumanji: Level One,2021-01-20,"['Adventure', 'Action']",English,6.1,75,10.844,0,"['Controlled Chaos Enterprises', 'Sides Studios']",0,23,0
Little Giants,1994-10-14,"['Comedy', 'Family']",English,6.4,374,15.322,0,"['Amblin Entertainment', 'Warner Bros. Pictures']",0,107,0
The Mission,1986-09-29,"['Adventure', 'Drama', 'Action', 'History']",English,7.4,1207,14.572,24500000,"['AMLF', 'Goldcrest', 'Enigma Productions', 'Kingsmere Productions Ltd.', 'Warner Bros. Pictures']",17218023,126,-7281977
When a Man Loves a Woman,1994-04-29,"['Drama', 'Romance']",English,6.5,295,15.072,0,['Touchstone Pictures'],50021959,126,50021959
The Conference,2022-05-06,"['History', 'War', 'Drama']",German,6.7,30,13.222,0,"['Constantin Television', 'ZDF', 'FFF Bayern', 'Medienboard Berlin-Brandenburg']",0,107,0
Return of the Seven,1966-10-19,"['Western', 'Action']",English,6.2,221,12.822,0,"['C.B. Films S.A.', 'The Mirisch Company', 'United Artists']",6322000,95,6322000
Pacto de Fuga,2020-01-23,"['Drama', 'Thriller']",Spanish,7.6,90,12.036,0,"['Storyboard Media', 'Calibre 71']",0,138,0
Sam Was Here,2016-09-27,"['Horror', 'Mystery', 'Thriller']",English,5.5,141,12.078,0,"['Nightcall Productions', 'KuroKitsu', 'Vixens', 'Firm Studio', 'Benzene Music']",0,75,0
The King and I,1956-06-29,"['Drama', 'Romance', 'Adventure', 'Music']",English,7.2,324,11.822,4550000,['20th Century Fox'],21300000,133,16750000
Christmas Is Canceled,2021-12-23,['Comedy'],English,5.7,61,8.938,0,"['Particular Crowd', 'MarVista Entertainment', 'The Line Film Company', 'Lionsgate', 'Ace Film Studios']",0,95,0
The Forgotten,2004-09-24,"['Thriller', 'Drama', 'Mystery', 'Science Fiction']",English,5.9,999,16.072,42000000,"['Visual Arts Entertainment', 'Revolution Studios', 'Jinks/Cohen Company']",117592831,91,75592831
Bad Guy,2001-11-11,"['Drama', 'Thriller', 'Romance']",Korean,6.6,216,9.571,0,"['LJ Film', 'Prime Entertainment', 'Tube Entertainment']",62100,100,62100
Don’t Leave Home,2018-03-10,"['Thriller', 'Mystery']",English,4.7,50,8.579,0,"['Indie Entertainment', 'Salem Street Entertainment', 'DreamAlliance Entertainment', 'Dialectic', 'Orama Filmworks', 'Cranked Up Films']",0,86,0
An American Tail: The Treasure of Manhattan Island,1998-11-16,"['Family', 'Animation', 'Adventure']",English,6.3,145,13.571,0,['Universal Pictures'],0,78,0
The Cutting Edge: Fire & Ice,2010-03-14,"['Romance', 'Drama']",English,6.4,135,11.073,0,['MGM Television'],0,90,0
Beverly Hills Ninja,1997-01-17,"['Comedy', 'Action']",English,5.6,666,11.321,0,"['Motion Picture Corporation of America', 'TriStar Pictures', 'Sony Pictures']",0,88,0
Sister of the Groom,2020-12-18,"['Comedy', 'Romance']",English,6.0,21,14.221,0,['Mandorla Productions'],0,82,0
Mutant Chronicles,2008-08-07,"['Action', 'Adventure', 'Horror', 'Science Fiction']",English,5.2,393,9.822,8000000,"['Pressman Film', 'First Foot Films', 'Isle of Man Film', 'Paradox Entertainment']",2131057,111,-5868943
The Young Master,1980-02-09,"['Action', 'Comedy']",cn,6.8,172,12.82,0,"['Golden Harvest Productions', 'Orange Sky Golden Harvest']",0,107,0
Destination Wedding,2018-08-02,"['Romance', 'Comedy', 'Drama']",English,5.7,632,13.079,0,"['The Fyzz', 'Sunshine Pictures', 'Two Camels Films']",0,90,0
3 Ninjas Knuckle Up,1995-04-07,"['Family', 'Adventure', 'Action', 'Comedy']",English,5.1,174,11.819,0,['TriStar Pictures'],413479,85,413479
Shimmer Lake,2017-06-09,"['Thriller', 'Crime', 'Drama', 'Mystery']",English,5.8,368,9.077,0,['Footprint Features'],0,83,0
Speak,2004-01-20,['Drama'],English,6.9,384,11.32,1000000,"['Speak Film Inc.', 'Showtime Independent Films']",0,89,-1000000
The Protector,2019-02-28,['Romance'],English,6.9,21,13.21,0,"['PassionFlix', 'Helix Media Group']",0,125,0
One Direction: This Is Us,2013-08-29,"['Documentary', 'Music']",English,8.4,964,15.823,10000000,"['Sony Pictures', 'TriStar Pictures']",68500000,92,58500000
Let Them All Talk,2020-12-10,"['Comedy', 'Drama']",English,5.7,197,12.589,0,"['Extension 765', 'Warner Max']",0,113,0
A Dangerous Method,2011-09-30,"['Drama', 'Thriller']",English,6.3,1849,13.571,15000000,"['Dangerous Method Film AG', 'Recorded Pictures Company', 'Millbrook Pictures', 'Prospero Pictures', 'Lago Film', 'The Movie Network']",27462041,99,12462041
Key Largo,1948-07-16,"['Crime', 'Drama', 'Thriller']",English,7.5,442,11.569,0,['Warner Bros. Pictures'],0,100,0
Broad Peak,2022-09-09,['Drama'],Polish,5.9,33,9.137,0,"['East News', 'TVN']",0,101,0
Complete Unknown,2016-08-26,"['Drama', 'Mystery', 'Thriller']",English,5.2,143,9.324,0,"['Great Point Media', 'Parts and Labor', 'Heron Television']",187145,90,187145
The Flintstones in Viva Rock Vegas,2000-04-28,"['Comedy', 'Family', 'Romance']",English,4.8,660,12.819,83000000,"['Amblin Entertainment', 'Universal Pictures']",59468275,90,-23531725
Kindergarten Cop,1990-12-21,['Comedy'],English,6.1,2159,11.784,15000000,"['Universal Pictures', 'Imagine Entertainment']",201957688,111,186957688
Shaft,1971-06-25,"['Action', 'Crime', 'Thriller']",English,6.5,298,12.318,4000000,"['Shaft Productions', 'Metro-Goldwyn-Mayer']",12121618,100,8121618
Trust No One: The Hunt for the Crypto King,2022-03-30,"['Documentary', 'Crime']",English,6.0,74,11.585,0,['Minnow Films'],0,90,0
The Notorious Bettie Page,2005-09-14,"['Comedy', 'Drama']",English,6.4,131,11.57,90,"['John Wells Productions', 'HBO Films', 'Killer Films']",1410778,91,1410688
Untold: The Race of the Century,2022-09-06,['Documentary'],English,7.3,18,9.685,0,['Propagate Content'],0,83,0
Son of Saul,2015-06-11,"['War', 'Drama', 'Thriller']",Hungarian,7.1,942,9.322,1000000,"['Hungarian National Film Fund', 'Laokoon Filmgroup']",1777043,107,777043
El Siete Machos,1951-02-05,"['Comedy', 'Western']",Spanish,8.1,72,11.728,0,['POSA Films'],0,108,0
Code Name: The Cleaner,2007-01-05,"['Action', 'Comedy', 'Crime']",English,5.1,212,10.069,20000000,['New Line Cinema'],10337477,84,-9662523
One Missed Call,2008-01-04,"['Horror', 'Mystery', 'Thriller']",English,5.5,673,10.569,20000000,"['Intermedia Films', 'Alcon Entertainment', 'KADOKAWA', 'Equity Pictures Medienfonds GmbH & Co. KG IV', 'Warner Bros. Pictures']",45847751,87,25847751
The Fanatic,2019-08-30,"['Crime', 'Thriller']",English,4.5,247,11.83,18000000,"['Daniel Grodnik Productions', 'Fig Production Group', 'Media Finance Capital', 'Pretzel Fang Productions', 'Wonderfilm Media', 'Oscar Generale Productions']",3153,89,-17996847
Scorpio Nights 2,1999-02-02,['Drama'],Tagalog,3.8,4,15.938,0,"['Viva Films', 'Neo Films', 'Serafim Productions']",0,96,0
Womb,2010-07-15,"['Romance', 'Science Fiction']",English,6.1,309,11.82,3100000,"['Razor Film Produktion', 'ARTE France Cinéma']",0,111,-3100000
Walking Out,2017-01-21,"['Adventure', 'Drama', 'Thriller']",English,5.8,127,10.574,0,"['Co-Op Entertainment', 'Harbinger Pictures', 'Walking Out', 'Burba Hayes']",0,96,0
The Prey,2011-04-12,"['Action', 'Crime', 'Thriller']",French,6.3,170,10.07,0,"['Brio Films', 'StudioCanal', 'TF1 Films Production']",0,102,0
Utama,2022-05-11,['Drama'],Spanish,7.3,33,14.359,0,"['LaMayor Cine', 'Alpha Violet Production', 'Alma Films']",0,88,0
Miss Meadows,2014-09-12,['Drama'],English,5.7,219,9.822,2000000,"['Wiretap Films', 'Myriad Pictures']",0,88,-2000000
The Big Bad Fox and Other Tales,2017-06-21,"['Family', 'Animation', 'Comedy']",French,7.7,249,9.325,3000000,"['Folivari', 'Panique!', 'StudioCanal', 'RTBF', 'BeTV', 'Brilliant Casting']",19030780,83,16030780
The Beguiled,1971-03-31,"['Drama', 'Thriller', 'War']",English,7.0,377,9.817,0,"['Malpaso Productions', 'Universal Pictures']",0,105,0
The African Queen,1952-01-07,"['Adventure', 'Romance']",English,7.4,799,11.567,1000000,"['United Artists', 'Independent Film Distributors', 'Romulus Films']",10750000,105,9750000
Everybody Knows,2018-05-09,"['Crime', 'Drama', 'Mystery', 'Thriller']",Spanish,6.5,854,14.325,11318430,"['Lucky Red', 'Memento Films Production', 'Morena Films', 'France 3 Cinéma', 'RAI Cinema', 'Prokino Filmproduktion', 'Ledafilms', 'Untitled Films AIE', 'Focus Features', 'Memento Films International']",17997350,132,6678920
Switch,1991-05-10,"['Fantasy', 'Comedy']",English,6.0,186,13.316,0,"['Cinema Plus', 'HBO', 'Beco Films']",15545943,104,15545943
The Princess Switch 3: Romancing the Star,2021-11-18,"['Romance', 'Comedy']",English,6.9,356,11.351,0,"['Motion Picture Corporation of America', 'Brad Krevoy Television']",0,106,0
Beethoven's 3rd,2000-09-07,"['Family', 'Comedy']",English,5.1,314,8.817,0,['Universal Pictures'],0,99,0
The Ox-Bow Incident,1943-03-11,"['Western', 'Drama']",English,7.8,307,9.817,565000,['20th Century Fox'],0,76,-565000
Suburban Commando,1991-10-04,"['Action', 'Comedy', 'Family', 'Science Fiction']",English,4.8,143,8.566,11000000,['New Line Cinema'],8000000,88,-3000000
Love Hard,2021-11-05,"['Comedy', 'Romance']",English,7.0,1282,9.1,0,['Wonderland Sound and Vision'],0,105,0
Tomb Invader,2018-03-09,"['Action', 'Adventure', 'TV Movie']",English,4.0,51,10.605,0,"['Broken Films', 'The Asylum']",0,83,0
Big Driver,2014-10-18,"['Crime', 'Mystery', 'Thriller']",English,5.7,177,10.32,0,"['HBO Films', 'Ostar Productions', 'Lifetime']",0,87,0
Johnny Mnemonic,1995-05-26,"['Science Fiction', 'Thriller', 'Adventure', 'Action']",English,5.7,1155,13.315,25000000,"['TriStar Pictures', 'Don Carmody Productions', 'Alliance Atlantis']",19075720,97,-5924280
LEGO DC Comics Super Heroes: Justice League: Cosmic Clash,2016-02-16,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",English,6.4,111,10.821,0,"['Warner Bros. Animation', 'DC Entertainment', 'LEGO', 'DC Comics']",0,78,0
Scent of a Woman,1974-12-20,"['Comedy', 'Drama']",Italian,7.5,211,8.315,0,['Dean Film'],0,103,0
12 Rounds 3: Lockdown,2015-09-11,"['Action', 'Thriller', 'Crime']",English,5.9,163,13.07,0,['WWE Studios'],0,90,0
The Hustler,1961-09-25,"['Drama', 'Romance']",English,7.7,818,12.066,2000000,"['Rossen Films', '20th Century Fox']",7600000,134,5600000
Prime Time,2021-01-30,"['Drama', 'Thriller']",Polish,5.1,79,8.207,0,['Watchout Productions'],0,93,0
Total Eclipse,1995-11-03,"['Drama', 'Romance']",English,6.5,455,13.814,0,"['FIT Productions', 'Portman Productions', 'SFP']",339889,111,339889
Shortcut to Happiness,2003-07-13,"['Fantasy', 'Drama', 'Comedy', 'Science Fiction']",English,5.6,136,13.815,0,['Yari Film Group'],0,106,0
Mulan: Rise of a Warrior,2009-11-26,"['Adventure', 'Drama', 'Action']",Chinese,7.5,381,15.566,12000000,"['Starlight International Media', 'Shanghai Film Group', 'Bona Film Group', 'TIK Films', 'Beijing Gallop Horse Film & TV Production']",13380561,115,1380561
Missing in Action 2: The Beginning,1985-03-01,"['Action', 'War']",English,5.9,230,10.314,2410000,"['Golan-Globus Productions', 'Cannon Group']",10755447,100,8345447
High Risk,1995-07-12,"['Action', 'Comedy']",cn,6.7,107,8.314,0,"[""Wong Jing's Workshop""]",0,101,0
Private Resort,1985-05-03,['Comedy'],English,5.7,187,10.564,0,"['TriStar Pictures', 'Tri-Star-Delphi III Productions']",331816,82,331816
Tell No One,2006-11-01,"['Drama', 'Thriller', 'Crime', 'Mystery']",French,7.3,1227,11.065,11700000,"['Les Productions du Trésor', 'EuropaCorp', 'M6 Films', 'Caneo Films', 'Sofica EuropaCorp', 'Canal+', 'CinéCinéma']",0,131,-11700000
Dream Horse,2021-05-21,"['Comedy', 'Drama']",English,7.1,90,12.539,20000000,"['Film4 Productions', 'RAW', 'Ffilm Cymru Wales', 'Ingenious Media', 'Topic Studios', 'Cornerstone Films', 'Stage 6 Films', 'Bleecker Street']",6435260,113,-13564740
El Angel,2018-08-09,"['Drama', 'Crime']",Spanish,7.5,499,9.073,3000000,"['El Deseo', 'K & S Films', 'INCAA', 'Underground Producciones', 'Telefe', 'TVE']",10452324,115,7452324
